locus_tag,gene_name,accession,old_locus_tag,start,stop,strand,gene_product,COG,uniprot,operon
Rv2419c,gpgP,NC_000962.3,,2717128,2717799,-,glucosyl-3-phosphoglycerate phosphatase,Carbohydrate transport and metabolism,P9WIC7,Op1530
Rv2420c,Rv2420c,NC_000962.3,,2717796,2718176,-,hypothetical protein,Function unknown,O86327,Op1530
Rv2421c,nadD,NC_000962.3,,2718173,2718808,-,nicotinate-nucleotide adenylyltransferase,Coenzyme transport and metabolism,P9WJJ5,Op1530
Rv2422,Rv2422,NC_000962.3,,2719083,2719355,+,hypothetical protein,No COG annotation,P71926,Op1531
Rv2423,Rv2423,NC_000962.3,,2719597,2720643,+,hypothetical protein,Coenzyme transport and metabolism,P71925,Op1532
Rv2424c,Rv2424c,NC_000962.3,,2720776,2721777,-,transposase,"Replication, recombination and repair",P71924,Op1533
Rv2425c,Rv2425c,NC_000962.3,,2721866,2723308,-,hypothetical protein,Function unknown,P71923,Op1534
Rv2426c,Rv2426c,NC_000962.3,,2723308,2724183,-,hypothetical protein,Function unknown,P71922,Op1534
Rv2427c,proA,NC_000962.3,,2724230,2725477,-,gamma-glutamyl phosphate reductase,Amino acid transport and metabolism,P9WHV1,Op1535
Rv2428,ahpC,NC_000962.3,,2726193,2726780,+,alkyl hydroperoxide reductase subunit AhpC,"Post-translational modification, protein turnover,and chaperones",P9WQB7,Op1536
Rv2429,ahpD,NC_000962.3,,2726806,2727339,+,alkyl hydroperoxide reductase AphD,"Post-translational modification, protein turnover,and chaperones",P9WQB5,Op1536
Rv2430c,PPE41,NC_000962.3,,2727336,2727920,-,PPE family protein PPE41,Cell motility,Q79FE1,Op1537
Rv2431c,PE25,NC_000962.3,,2727967,2728266,-,PE family protein PE25,Lipid transport and metabolism,I6X486,Op1538
Rv2432c,Rv2432c,NC_000962.3,,2728437,2728847,-,hypothetical protein,No COG annotation,P71917,Op1539
Rv2433c,Rv2433c,NC_000962.3,,2728844,2729134,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",P71916,Op1539
Rv2434c,Rv2434c,NC_000962.3,,2729115,2730560,-,transmembrane protein,Cell wall/membrane/envelope biogenesis,P71915,Op1539
Rv2435c,Rv2435c,NC_000962.3,,2730557,2732749,-,cyclase,Signal transduction mechanisms,P71914,Op1539
Rv2436,rbsK,NC_000962.3,,2733230,2734144,+,ribokinase RbsK,Coenzyme transport and metabolism,P71913,Op1540
Rv2437,Rv2437,NC_000962.3,,2734376,2734795,+,transmembrane protein,"Post-translational modification, protein turnover,and chaperones",P71912,Op1541
Rv2438c,nadE,NC_000962.3,,2734792,2736831,-,glutamine-dependent NAD(+) synthetase,Coenzyme transport and metabolism,P9WJJ3,Op1542
Rv2438A,Rv2438A,NC_000962.3,,2736709,2736987,+,hypothetical protein,No COG annotation,Q79FD9,Op1543
Rv2439c,proB,NC_000962.3,,2737117,2738247,-,glutamate 5-kinase protein,Amino acid transport and metabolism,P9WHU9,Op1544
Rv2440c,obg,NC_000962.3,,2738247,2739686,-,GTPase Obg,Function unknown,P9WMT1,Op1544
Rv2441c,rpmA,NC_000962.3,,2739772,2740032,-,50S ribosomal protein L27,"Translation, ribosomal structure and biogenesis",P9WHB3,Op1545
Rv2442c,rplU,NC_000962.3,,2740047,2740361,-,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",P9WHC3,Op1545
Rv2443,dctA,NC_000962.3,,2740709,2742184,+,C4-dicarboxylate-transport transmembrane protein DctA,"Intracellular trafficking, secretion, and vesicular transport",P71906,Op1546
Rv2444c,rne,NC_000962.3,,2742123,2744984,-,ribonuclease E,"Translation, ribosomal structure and biogenesis",P71905,Op1547
Rv2445c,ndkA,NC_000962.3,,2745314,2745724,-,nucleoside diphosphate kinase,Nucleotide transport and metabolism,P9WJH7,Op1548
Rv2446c,Rv2446c,NC_000962.3,,2745767,2746138,-,integral membrane protein,Function unknown,O53173,Op1549
Rv2447c,folC,NC_000962.3,,2746135,2747598,-,folylpolyglutamate synthase FolC,Coenzyme transport and metabolism,I6Y0R5,Op1549
Rv2448c,valS,NC_000962.3,,2747595,2750225,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFS9,Op1549
Rv2449c,Rv2449c,NC_000962.3,,2750313,2751572,-,trans-acting enoyl reductase,Function unknown,O53176,Op1550
Rv2450c,rpfE,NC_000962.3,,2751662,2752180,-,resuscitation-promoting factor RpfE,Cell wall/membrane/envelope biogenesis,O53177,Op1551
Rv2451,Rv2451,NC_000962.3,,2752262,2752660,+,hypothetical protein,No COG annotation,O53178,Op1552
Rv2452c,Rv2452c,NC_000962.3,,2752848,2752994,-,hypothetical protein,No COG annotation,O53179,Op1553
Rv2453c,mobA,NC_000962.3,,2753018,2753623,-,molybdenum cofactor guanylyltransferase,Coenzyme transport and metabolism,P9WJQ9,Op1553
Rv2454c,Rv2454c,NC_000962.3,,2753625,2754746,-,2-oxoglutarate oxidoreductase subunit KorB,Energy production and conversion,O53181,Op1553
Rv2455c,Rv2455c,NC_000962.3,,2754743,2756704,-,2-oxoglutarate oxidoreductase subunit KorA,Energy production and conversion,O53182,Op1553
Rv2456c,Rv2456c,NC_000962.3,,2756936,2758192,-,MFS-type transporter,Amino acid transport and metabolism,P9WJX1,Op1554
Rv2457c,clpX,NC_000962.3,,2758208,2759488,-,ATP-dependent CLP protease ATP-binding subunit ClpX,"Post-translational modification, protein turnover,and chaperones",P9WPB9,Op1554
Rv2458,mmuM,NC_000962.3,,2759779,2760687,+,homocysteine S-methyltransferase MmuM,Coenzyme transport and metabolism,O53185,Op1555
Rv2459,Rv2459,NC_000962.3,,2760854,2762380,+,MFS-type transporter,Amino acid transport and metabolism,P9WJW9,Op1556
Rv2460c,clpP2,NC_000962.3,,2762531,2763175,-,ATP-dependent CLP protease proteolytic subunit 2,"Post-translational modification, protein turnover,and chaperones",P9WPC3,Op1557
Rv2461c,clpP1,NC_000962.3,,2763172,2763774,-,ATP-dependent CLP protease proteolytic subunit 1,"Post-translational modification, protein turnover,and chaperones",P9WPC5,Op1557
Rv2462c,tig,NC_000962.3,,2763891,2765291,-,trigger factor,"Cell cycle control, cell division, chromosome partitioning",P9WG55,Op1558
Rv2463,lipP,NC_000962.3,,2765655,2766839,+,esterase/lipase LipP,Defense mechanisms,O53190,Op1559
Rv2464c,Rv2464c,NC_000962.3,,2766859,2767665,-,DNA glycosylase,"Replication, recombination and repair",P9WNB9,Op1560
Rv2465c,rpiB,NC_000962.3,,2767671,2768159,-,ribose-5-phosphate isomerase B,Carbohydrate transport and metabolism,P9WKD7,Op1560
Rv2466c,Rv2466c,NC_000962.3,,2768261,2768884,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O53193,Op1561
Rv2467,pepN,NC_000962.3,,2768986,2771571,+,aminopeptidase PepN,Amino acid transport and metabolism,L7N655,Op1562
Rv2468c,Rv2468c,NC_000962.3,,2771644,2772147,-,hypothetical protein,Function unknown,P9WLA7,Op1563
Rv2468A,Rv2468A,NC_000962.3,,2772098,2772331,-,hypothetical protein,No COG annotation,I6YDH3,Op1563
Rv2469c,Rv2469c,NC_000962.3,,2772367,2773035,-,hypothetical protein,"Replication, recombination and repair",O53196,Op1563
Rv2470,glbO,NC_000962.3,,2773178,2773564,+,hemoglobin GlbO,Function unknown,P9WN23,Op1564
Rv2471,aglA,NC_000962.3,,2773564,2775204,+,alpha-glucosidase AglA,Carbohydrate transport and metabolism,O53198,Op1564
Rv2472,Rv2472,NC_000962.3,,2775272,2775565,+,hypothetical protein,No COG annotation,O53199,Op1565
Rv2473,Rv2473,NC_000962.3,,2775568,2776284,+,hypothetical protein,No COG annotation,O53200,Op1565
Rv2474c,Rv2474c,NC_000962.3,,2776316,2776969,-,hypothetical protein,No COG annotation,I6X4D6,Op1566
Rv2475c,Rv2475c,NC_000962.3,,2776975,2777391,-,hypothetical protein,Function unknown,I6Y9E8,Op1566
Rv2476c,gdh,NC_000962.3,,2777388,2782262,-,NAD-dependent glutamate dehydrogenase,Amino acid transport and metabolism,O53203,Op1566
Rv2477c,Rv2477c,NC_000962.3,,2782366,2784042,-,macrolide ABC transporter ATP-binding protein,Function unknown,P9WQK3,Op1567
Rv2478c,Rv2478c,NC_000962.3,,2784123,2784608,-,hypothetical protein,"Replication, recombination and repair",O53205,Op1568
Rv2481c,Rv2481c,NC_000962.3,,2786575,2786898,-,hypothetical protein,No COG annotation,O53206,Op1569
Rv2482c,plsB2,NC_000962.3,,2786914,2789283,-,glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,P9WI61,Op1569
Rv2483c,plsC,NC_000962.3,,2789280,2791022,-,bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase,Amino acid transport and metabolism,I6YDI9,Op1569
Rv2484c,Rv2484c,NC_000962.3,,2791019,2792494,-,diacyglycerol O-acyltransferase,Lipid transport and metabolism,P9WKB3,Op1569
Rv2485c,lipQ,NC_000962.3,,2792723,2793988,-,carboxylesterase LipQ,Lipid transport and metabolism,I6Y9F7,Op1570
Rv2486,echA14,NC_000962.3,,2794350,2795120,+,enoyl-CoA hydratase EchA14,Lipid transport and metabolism,P9WNN5,Op1571
Rv2487c,PE_PGRS42,NC_000962.3,,2795301,2797385,-,PE-PGRS family protein PE_PGRS42,No COG annotation,I6XEF1,Op1572
Rv2488c,Rv2488c,NC_000962.3,,2797467,2800880,-,LuxR family transcriptional regulator,Transcription,O53213,Op1573
Rv2489c,Rv2489c,NC_000962.3,,2800846,2801145,-,hypothetical protein,No COG annotation,O53214,Op1573
Rv2490c,PE_PGRS43,NC_000962.3,,2801254,2806236,-,PE-PGRS family protein PE_PGRS43,No COG annotation,Q79FD4,Op1574
Rv2490a,Rv2490a,NC_000962.3,,2806323,2806529,-,hypothetical protein,No COG annotation,UPI00000D2CE6,Op1575
Rv2491,Rv2491,NC_000962.3,,2806665,2807288,+,hypothetical protein,Function unknown,I6XEF6,Op1576
Rv2492,Rv2492,NC_000962.3,,2807278,2808030,+,hypothetical protein,No COG annotation,I6YDJ7,Op1576
Rv2493,vapB38,NC_000962.3,,2808083,2808304,+,antitoxin VapB38,No COG annotation,P9WJ25,Op1577
Rv2494,vapC38,NC_000962.3,,2808310,2808735,+,ribonuclease VapC38,Function unknown,O53219,Op1577
Rv2495c,bkdC,NC_000962.3,,2808758,2809939,-,branched-chain keto acid dehydrogenase E2 component,Energy production and conversion,O06159,Op1578
Rv2496c,bkdB,NC_000962.3,,2809936,2810982,-,3-methyl-2-oxobutanoate dehydrogenase subunit beta,Energy production and conversion,P9WIS1,Op1578
Rv2497c,bkdA,NC_000962.3,,2810993,2812096,-,3-methyl-2-oxobutanoate dehydrogenase subunit alpha,Energy production and conversion,P9WIS3,Op1578
Rv2498c,citE,NC_000962.3,,2812355,2813176,-,citrate (pro-3S)-lyase subunit beta,Carbohydrate transport and metabolism,P9WPE1,Op1579
Rv2499c,Rv2499c,NC_000962.3,,2813173,2813730,-,oxidase regulatory-like protein,Lipid transport and metabolism,I6Y9H2,Op1579
Rv2500c,fadE19,NC_000962.3,,2813727,2814911,-,acyl-CoA dehydrogenase FadE19,Lipid transport and metabolism,I6Y0W5,Op1579
Rv2501c,accA1,NC_000962.3,,2814916,2816880,-,acetyl/propionyl-CoA carboxylase subuit alpha,Lipid transport and metabolism,P9WPQ3,Op1579
Rv2502c,accD1,NC_000962.3,,2816885,2818474,-,acetyl-/propionyl-CoA carboxylase subunit beta,Lipid transport and metabolism,I6YDK7,Op1579
Rv2503c,scoB,NC_000962.3,,2818471,2819127,-,succinyl-CoA:3-ketoacid-CoA transferase subunit B,Lipid transport and metabolism,P9WPW3,Op1579
Rv2504c,scoA,NC_000962.3,,2819124,2819870,-,succinyl-CoA:3-ketoacid-CoA transferase subunit A,Lipid transport and metabolism,P9WPW5,Op1579
Rv2505c,fadD35,NC_000962.3,,2819953,2821596,-,fatty-acid--CoA ligase FadD35,Lipid transport and metabolism,I6Y0X0,Op1579
Rv2506,Rv2506,NC_000962.3,,2821712,2822359,+,TetR family transcriptional regulator,Transcription,O06169,Op1580
Rv2507,Rv2507,NC_000962.3,,2822438,2823259,+,hypothetical protein,Function unknown,O06170,Op1581
Rv2508c,Rv2508c,NC_000962.3,,2823256,2824593,-,integral membrane protein,Function unknown,O06171,Op1582
Rv2509,Rv2509,NC_000962.3,,2824678,2825484,+,short-chain type dehydrogenase/reductase,Inorganic ion transport and metabolism,I6Y9I3,Op1583
Rv2510c,Rv2510c,NC_000962.3,,2825488,2827089,-,hypothetical protein,Function unknown,I6Y0X6,Op1584
Rv2511,orn,NC_000962.3,,2827157,2827804,+,oligoribonuclease,RNA processing and modification,P9WIU1,Op1585
Rv2512c,Rv2512c,NC_000962.3,,2828556,2829803,-,insertion sequence element IS1081 transposase,"Replication, recombination and repair",P60230,Op1586
Rv2512a,Rv2512a,NC_000962.3,,2829954,2830139,+,hypothetical protein,No COG annotation,UPI00000D2CE8,Op1587
Rv2513,Rv2513,NC_000962.3,,2830161,2830583,+,hypothetical protein,No COG annotation,O06175,Op1588
Rv2514c,Rv2514c,NC_000962.3,,2830877,2831338,-,hypothetical protein,Function unknown,I6Y0Y0,Op1589
Rv2515c,Rv2515c,NC_000962.3,,2831344,2832591,-,hypothetical protein,Amino acid transport and metabolism,I6XEH5,Op1589
Rv2516c,Rv2516c,NC_000962.3,,2832710,2833513,-,hypothetical protein,No COG annotation,I6YDM0,Op1590
Rv2517c,Rv2517c,NC_000962.3,,2833510,2833761,-,hypothetical protein,No COG annotation,O53222,Op1590
Rv2518c,ldtB,NC_000962.3,,2834109,2835335,-,L%2CD-transpeptidase LdtB,Function unknown,I6Y9J2,Op1591
Rv2519,PE26,NC_000962.3,,2835785,2837263,+,PE family protein PE26,Lipid transport and metabolism,Q79FD3,Op1592
Rv2520c,Rv2520c,NC_000962.3,,2837388,2837615,-,membrane protein,Function unknown,I6XEI0,Op1593
Rv2521,bcp,NC_000962.3,,2837684,2838157,+,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",P9WIE1,Op1594
Rv2522c,Rv2522c,NC_000962.3,,2838129,2839541,-,hypothetical protein,Amino acid transport and metabolism,I6X4J0,Op1595
Rv2523c,acpS,NC_000962.3,,2839538,2839930,-,holo-ACP synthase,Lipid transport and metabolism,P9WQD3,Op1595
Rv2524c,fas,NC_000962.3,,2840123,2849332,-,fatty acid synthase,Lipid transport and metabolism,P95029,Op1596
Rv2525c,Rv2525c,NC_000962.3,,2849852,2850574,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,I6XEI5,Op1597
Rv2526,vapB17,NC_000962.3,,2851091,2851318,+,antitoxin VapB17,Function unknown,P9WJ49,Op1598
Rv2527,vapC17,NC_000962.3,,2851315,2851716,+,ribonuclease VapC17,Function unknown,P9WF95,Op1598
Rv2528c,mrr,NC_000962.3,,2851751,2852671,-,restriction system protein,"Replication, recombination and repair",I6Y9K2,Op1599
Rv2529,Rv2529,NC_000962.3,,2852875,2854266,+,hypothetical protein,"Replication, recombination and repair",P95024,Op1600
Rv2530c,vapC39,NC_000962.3,,2854267,2854686,-,ribonuclease VapC39,Function unknown,P9WF63,Op1601
Rv2530A,vapB39,NC_000962.3,,2854683,2854907,-,antitoxin VapB39,No COG annotation,P9WJ23,Op1601
Rv2531c,Rv2531c,NC_000962.3,,2854938,2857781,-,amino acid decarboxylase,Amino acid transport and metabolism,I6X4K0,Op1601
Rv2532c,Rv2532c,NC_000962.3,,2857853,2858254,-,hypothetical protein,No COG annotation,P95021,Op1602
Rv2533c,nusB,NC_000962.3,,2858254,2858724,-,N utilization substance protein B,Transcription,P9WIV1,Op1602
Rv2534c,efp,NC_000962.3,,2858727,2859290,-,elongation factor P,"Translation, ribosomal structure and biogenesis",P9WNM3,Op1602
Rv2535c,pepQ,NC_000962.3,,2859300,2860418,-,cytoplasmic peptidase PepQ,Amino acid transport and metabolism,I6YDN6,Op1602
Rv2536,Rv2536,NC_000962.3,,2860452,2861144,+,transmembrane protein,No COG annotation,P95017,Op1603
Rv2537c,aroD,NC_000962.3,,2861148,2861591,-,3-dehydroquinate dehydratase,Amino acid transport and metabolism,P9WPX7,Op1604
Rv2538c,aroB,NC_000962.3,,2861588,2862676,-,3-dehydroquinate synthase,Amino acid transport and metabolism,P9WPX9,Op1604
Rv2539c,aroK,NC_000962.3,,2862673,2863203,-,shikimate kinase,Nucleotide transport and metabolism,P9WPY3,Op1604
Rv2540c,aroF,NC_000962.3,,2863207,2864412,-,chorismate synthase,Amino acid transport and metabolism,P9WPY1,Op1604
Rv2541,Rv2541,NC_000962.3,,2864427,2864834,+,hypothetical protein,No COG annotation,P95012,Op1605
Rv2542,Rv2542,NC_000962.3,,2865130,2866341,+,hypothetical protein,Amino acid transport and metabolism,P95011,Op1606
Rv2543,lppA,NC_000962.3,,2866468,2867127,+,lipoprotein LppA,Function unknown,P9WK81,Op1607
Rv2544,lppB,NC_000962.3,,2867124,2867786,+,lipoprotein LppB,Function unknown,P9WK79,Op1607
Rv2545,vapB18,NC_000962.3,,2867783,2868061,+,antitoxin VapB18,Transcription,P9WJ47,Op1607
Rv2546,vapC18,NC_000962.3,,2868154,2868567,+,ribonuclease VapC18,Function unknown,P95007,Op1608
Rv2547,vapB19,NC_000962.3,,2868606,2868863,+,antitoxin VapB19,No COG annotation,P95006,Op1608
Rv2548,vapC19,NC_000962.3,,2868860,2869237,+,ribonuclease VapC19,Function unknown,P9WF93,Op1608
Rv2548A,Rv2548A,NC_000962.3,,2869253,2869627,-,hypothetical protein,No COG annotation,I6XEK2,Op1609
Rv2549c,vapC20,NC_000962.3,,2869727,2870122,-,ribonuclease VapC20,Function unknown,P95004,Op1610
Rv2550c,vapB20,NC_000962.3,,2870119,2870364,-,antitoxin VapB20,No COG annotation,P9WJ45,Op1610
Rv2551c,Rv2551c,NC_000962.3,,2870775,2871194,-,hypothetical protein,Cell motility,I6Y9M6,Op1611
Rv2552c,aroE,NC_000962.3,,2871206,2872015,-,shikimate 5-dehydrogenase,Amino acid transport and metabolism,I6Y120,Op1611
Rv2553c,Rv2553c,NC_000962.3,,2872012,2873265,-,membrane protein,Function unknown,I6XEK6,Op1611
Rv2554c,Rv2554c,NC_000962.3,,2873258,2873770,-,Holliday junction resolvase,"Translation, ribosomal structure and biogenesis",P9WGV7,Op1611
Rv2555c,alaS,NC_000962.3,,2873771,2876485,-,alanine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFW7,Op1611
Rv2556c,Rv2556c,NC_000962.3,,2876576,2876965,-,hypothetical protein,Function unknown,P9WFP9,Op1612
Rv2557,Rv2557,NC_000962.3,,2877072,2877746,+,hypothetical protein,Function unknown,P9WLA5,Op1613
Rv2558,Rv2558,NC_000962.3,,2877831,2878541,+,hypothetical protein,Function unknown,P9WLA3,Op1614
Rv2559c,Rv2559c,NC_000962.3,,2878571,2879929,-,hypothetical protein,"Replication, recombination and repair",P9WQN1,Op1615
Rv2560,Rv2560,NC_000962.3,,2880075,2881052,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",P9WLA1,Op1616
Rv2563,Rv2563,NC_000962.3,,2882290,2883339,+,glutamine ABC transporter permease,Defense mechanisms,P9WG15,Op1617
Rv2564,glnQ,NC_000962.3,,2883342,2884334,+,glutamine ABC transporter ATP-binding protein,Defense mechanisms,P9WQI5,Op1617
Rv2565,Rv2565,NC_000962.3,,2884611,2886362,+,NTE family protein,Signal transduction mechanisms,P9WIY7,Op1618
Rv2566,Rv2566,NC_000962.3,,2886373,2889795,+,hypothetical protein,Amino acid transport and metabolism,Q50732,Op1618
Rv2567,Rv2567,NC_000962.3,,2889795,2892449,+,hypothetical protein,Amino acid transport and metabolism,P9WL97,Op1618
Rv2568c,Rv2568c,NC_000962.3,,2892446,2893471,-,hypothetical protein,Function unknown,P9WL95,Op1619
Rv2569c,Rv2569c,NC_000962.3,,2893464,2894408,-,hypothetical protein,Amino acid transport and metabolism,P9WL93,Op1619
Rv2570,Rv2570,NC_000962.3,,2894512,2894901,+,hypothetical protein,Function unknown,P9WL91,Op1620
Rv2571c,Rv2571c,NC_000962.3,,2894893,2895960,-,transmembrane protein,Function unknown,P9WL89,Op1621
Rv2572c,aspS,NC_000962.3,,2896013,2897803,-,aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFW3,Op1622
Rv2573,Rv2573,NC_000962.3,,2898043,2898783,+,2-dehydropantoate 2-reductase,Coenzyme transport and metabolism,P9WIL1,Op1623
Rv2574,Rv2574,NC_000962.3,,2898806,2899309,+,hypothetical protein,Function unknown,P9WL87,Op1623
Rv2575,Rv2575,NC_000962.3,,2899339,2900220,+,membrane protein,Function unknown,P9WL85,Op1623
Rv2576c,Rv2576c,NC_000962.3,,2900226,2900690,-,membrane protein,No COG annotation,P9WL83,Op1624
Rv2577,Rv2577,NC_000962.3,,2900918,2902507,+,hypothetical protein,Function unknown,P9WL81,Op1625
Rv2578c,Rv2578c,NC_000962.3,,2902509,2903531,-,hypothetical protein,"Replication, recombination and repair",P9WL79,Op1626
Rv2579,dhaA,NC_000962.3,,2903639,2904541,+,haloalkane dehalogenase,Function unknown,P9WMR9,Op1627
Rv2580c,hisS,NC_000962.3,,2904821,2906092,-,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFV5,Op1628
Rv2581c,Rv2581c,NC_000962.3,,2906089,2906763,-,glyoxalase II,Function unknown,P9WMW3,Op1628
Rv2582,ppiB,NC_000962.3,,2906814,2907740,+,peptidyl-prolyl cis-trans isomerase B,"Post-translational modification, protein turnover,and chaperones",P9WHW1,Op1629
Rv2583c,relA,NC_000962.3,,2907826,2910198,-,bifunctional (p)ppGpp synthase/hydrolase RelA,Transcription,P9WHG9,Op1630
Rv2584c,apt,NC_000962.3,,2910229,2910900,-,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,P9WQ07,Op1630
Rv2585c,Rv2585c,NC_000962.3,,2911004,2912677,-,lipoprotein,Amino acid transport and metabolism,P9WL77,Op1631
Rv2586c,secF,NC_000962.3,,2912683,2914011,-,protein translocase subunit SecF,"Intracellular trafficking, secretion, and vesicular transport",P9WGN9,Op1631
Rv2587c,secD,NC_000962.3,,2914015,2915736,-,protein translocase subunit SecD,"Intracellular trafficking, secretion, and vesicular transport",P9WGP1,Op1631
Rv2588c,yajC,NC_000962.3,,2915846,2916193,-,membrane protein secretion factor YajC,"Intracellular trafficking, secretion, and vesicular transport",P9WL75,Op1632
Rv2589,gabT,NC_000962.3,,2916360,2917709,+,4-aminobutyrate aminotransferase,Amino acid transport and metabolism,P9WQ79,Op1633
Rv2590,fadD9,NC_000962.3,,2917871,2921377,+,fatty-acid--CoA ligase FadD9,Lipid transport and metabolism,Q50631,Op1634
